201	150
71	60
383	153
219	150
402	362
370	407
31	247
31	255
282	270
69	128
275	372
446	118
42	220
406	158
472	60
100	180
197	232
485	72
131	206
488	29
155	249
24	377
405	434
434	344
122	353
180	341
400	419
116	489
390	378
333	202
230	214
99	392
82	156
484	8
136	228
326	151
141	492
181	360
43	130
338	498
230	156
402	280
438	8
385	252
64	449
214	442
336	242
12	69
469	306
36	20
440	82
235	335
26	96
209	25
225	199
460	77
162	15
357	49
84	228
319	287
302	1
387	49
404	126
14	465
205	86
201	454
190	2
411	42
465	165
401	21
498	458
70	285
277	449
179	30
489	332
171	166
473	421
340	422
98	470
128	177
290	264
493	219
68	296
459	448
212	482
217	359
258	480
143	500
216	376
63	190
125	194
383	471
150	487
339	204
339	349
243	361
310	286
356	141
258	32
299	219
60	202
171	375
117	38
159	178
171	342
454	232
207	186
50	413
385	237
36	447
180	125
349	110
300	237
170	454
107	435
436	436
498	107
179	317
461	171
389	137
108	241
93	495
177	464
204	14
257	6
342	158
245	383
274	376
196	491
438	287
186	69
35	427
36	284
353	79
54	378
396	72
407	49
133	233
317	436
137	489
354	67
301	423
171	485
59	257
206	347
398	157
335	263
173	143
440	359
350	53
22	251
312	62
17	314
91	494
412	260
436	45
452	212
127	14
92	239
238	130
422	5
55	474
297	488
47	368
296	307
409	188
249	42
23	212
112	369
16	154
262	308
441	60
346	433
388	374
447	394
121	499
318	284
70	477
451	47
340	276
368	181
302	359
481	367
456	456
159	443
196	280
13	350
406	314
256	152
368	296
432	274
85	413
71	300
145	62
345	56
43	215
129	421
152	184
469	250
196	245
197	368
25	102
354	261
143	153
120	452
208	84
205	276
227	50
33	329
227	339
410	22
99	337
464	33
54	305
403	388
76	214
177	210
178	179
23	247
76	341
55	378
249	496
405	227
489	159
425	379
152	385
365	159
173	10
132	329
433	124
363	231
155	229
420	127
276	98
195	465
144	235
478	221
315	126
126	12
452	59
395	405
204	211
137	168
448	144
22	444
149	371
73	333
412	81
320	134
104	357
229	419
400	241
61	437
387	261
451	361
150	331
249	370
289	221
153	44
29	292
251	280
317	476
427	280
372	41
3	65
484	226
487	102
486	203
262	452
373	215
321	114
263	62
271	404
377	471
219	317
383	45
361	452
301	424
49	145
160	337
174	132
167	104
247	484
417	279
359	360
350	23
375	57
425	192
190	67
208	213
458	358
309	202
233	98
267	108
465	313
83	55
33	492
50	209
253	60
341	156
17	146
33	240
183	212
429	330
148	393
25	279
120	254
330	412
487	66
374	137
196	227
239	320
480	325
226	81
138	41
495	213
219	5
363	364
276	81
275	438
77	145
371	299
418	405
258	7
223	144
122	24
71	454
119	19
427	106
148	149
430	16
330	207
427	129
436	218
310	159
54	159
475	177
177	451
255	33
105	235
270	20
431	159
332	277
125	488
446	178
36	2
21	247
57	205
10	479
464	59
235	485
243	343
25	272
482	122
351	442
91	398
345	423
371	239
181	283
416	307
139	118
183	19
199	233
144	250
342	394
27	146
108	160
39	356
210	396
386	310
237	384
381	487
497	311
255	319
320	426
128	168
71	450
345	102
462	115
477	407
410	376
393	443
38	189
100	95
303	204
89	21
485	410
139	477
257	209
178	250
66	391
259	310
262	268
135	361
407	316
90	1
83	203
247	78
166	308
215	172
167	88
16	452
298	445
434	427
170	184
298	55
411	178
403	279
419	96
74	248
278	492
88	170
484	295
253	441
267	58
497	492
130	132
437	230
272	161
46	96
441	484
303	16
184	340
285	238
334	345
472	330
373	64
195	329
199	74
312	6
328	495
52	302
383	56
262	270
30	12
378	308
476	291
5	363
461	182
239	192
44	479
321	380
252	117
163	288
183	307
97	168
125	356
293	478
74	346
112	338
328	347
386	267
87	112
335	155
398	180
300	284
81	390
115	454
262	379
295	134
80	254
118	471
248	130
28	356
244	322
331	22
460	379
34	455
74	436
150	347
466	192
46	96
440	496
129	483
83	475
275	351
263	176
40	194
159	428
91	63
31	42
497	28
107	37
161	226
430	350
24	401
231	474
44	254
159	147
419	234
253	270
405	223
24	431
103	22
267	371
40	420
312	140
204	440
414	106
324	179
328	165
461	256
140	436
475	94
442	382
207	317
8	181
464	400
287	358
497	220
125	442
358	122
3	500
108	74
30	215
304	44
94	79
54	409
169	43
168	461
381	277
307	212
463	306
249	475
342	383
368	60
233	323
415	195
29	478
220	32
372	283
451	382
461	32
66	269
269	280
360	295
270	47
435	216
345	192
233	328
145	325
158	77
123	371
252	114
208	218
287	390
121	421
13	235
210	186
407	106
316	426
162	316
209	488
81	150
420	44
45	311
31	358
453	128
348	410
370	118
467	489
215	175
452	134
483	404
323	99
269	40
279	174
207	182
305	66
12	332
288	206
308	44
452	27
493	258
435	63
136	333
106	216
158	215
322	310
68	105
334	323
208	460
266	83
204	328
163	220
379	116
32	55
287	436
25	101
341	150
163	341
436	413
192	339
131	131
106	305
355	183
13	200
442	447
181	221
498	153
45	169
297	55
405	467
116	415
373	410
95	36
438	45
130	428
494	480
195	442
398	172
453	162
465	421
52	260
327	156
313	170
169	487
44	365
70	389
248	52
87	218
345	496
256	441
17	473
191	360
286	172
449	435
323	229
146	14
296	70
371	177
392	305
178	238
318	360
255	41
381	127
396	63
296	168
324	245
352	270
262	24
427	36
361	205
99	39
418	116
457	117
149	422
390	150
200	79
407	260
303	45
477	212
171	1
266	106
217	286
49	102
464	460
144	349
243	178
466	437
185	437
96	33
9	47
400	175
16	318
476	327
293	322
92	31
403	257
137	29
204	345
106	26
103	381
276	429
401	463
97	459
347	46
1	121
427	12
403	482
172	374
37	69
61	80
167	127
135	214
359	337
49	176
56	296
436	128
38	25
407	89
348	192
31	478
7	440
48	204
215	182
470	206
115	202
121	386
426	217
336	266
283	168
440	489
7	364
203	104
284	116
242	375
131	215
231	261
423	110
306	109
100	423
175	410
39	362
195	138
499	266
258	28
392	15
203	165
473	270
474	72
375	108
467	178
432	349
332	467
29	239
306	405
47	439
71	312
242	310
32	73
3	56
459	454
417	438
330	23
8	415
318	481
269	87
442	172
475	258
458	361
272	266
486	368
416	82
200	429
382	357
49	22
403	394
53	377
445	65
108	90
289	196
468	291
332	4
330	469
415	218
268	323
321	183
245	252
270	407
428	416
434	97
425	290
331	285
118	411
459	256
413	215
45	413
48	308
77	498
283	255
474	199
196	241
400	54
99	30
342	156
397	227
276	499
105	230
417	226
291	53
18	174
27	377
26	298
267	161
62	201
301	391
260	303
357	101
376	300
93	294
429	442
161	374
335	34
83	385
93	17
58	458
242	177
64	330
142	482
341	125
312	335
423	441
388	84
94	271
21	371
69	285
360	295
445	174
355	481
32	133
5	87
243	137
305	401
488	171
458	52
400	38
71	475
168	200
426	175
141	175
116	81
389	25
436	183
456	319
338	368
305	410
62	322
339	82
464	337
38	322
416	85
320	487
455	191
381	416
174	431
44	499
421	287
343	93
319	110
450	424
2	366
288	88
231	375
418	50
438	467
7	264
441	182
199	22
188	400
23	82
220	155
495	148
485	477
333	465
318	405
386	161
486	253
286	65
160	236
75	373
379	149
115	208
470	376
59	492
470	343
377	114
375	158
408	306
5	197
314	102
136	312
211	352
455	402
92	20
127	286
337	149
329	298
397	149
80	153
113	498
183	53
313	21
71	55
408	84
123	168
34	490
251	386
163	139
346	180
353	415
84	378
374	292
365	305
66	227
265	386
462	195
19	88
10	127
414	134
270	236
166	422
304	278
132	396
75	447
127	411
381	174
177	371
184	130
315	118
244	46
447	138
160	30
416	18
272	366
466	384
460	451
109	120
292	315
289	275
54	331
397	23
431	14
405	499
402	278
218	453
214	345
431	300
357	324
398	462
213	139
284	496
193	128
467	487
414	445
414	185
364	440
373	56
333	194
440	53
312	257
289	186
15	363
304	176
226	226
360	390
141	131
342	491
81	298
190	264
405	423
407	406
466	57
298	41
492	94
201	231
125	262
61	24
72	403
145	488
451	268
69	288
383	260
434	238
294	362
88	487
167	9
320	160
341	191
450	56
173	141
71	464
27	187
206	419
190	193
464	306
288	203
150	198
22	301
490	62
6	232
187	292
219	97
436	248
261	135
483	480
246	89
94	146
246	76
364	224
83	463
37	417
236	205
462	9
356	224
154	248
237	50
239	358
301	443
87	259
75	320
79	51
318	226
62	302
257	500
377	399
412	399
173	495
209	46
214	350
292	86
404	347
3	119
93	63
147	35
441	429
11	411
94	279
53	93
146	353
131	366
21	110
269	377
9	470
201	407
99	233
357	425
198	206
80	380
279	58
433	250
119	54
446	227
389	72
125	154
447	53
105	150
237	206
31	234
481	397
200	92
316	61
420	464
474	100
242	313
445	248
262	471
461	61
46	175
471	30
7	444
174	137
482	387
470	192
490	332
97	216
43	258
209	124
338	263
459	145
297	379
4	324
370	29
125	241
412	257
67	215
155	348
374	297
198	145
65	256
36	200
414	318
144	40
247	184
92	454
14	90
324	19
219	470
437	434
98	106
22	267
358	56
490	394
177	155
367	302
88	81
188	83
8	52
59	374
175	295
190	477
270	242
352	454
294	223
115	393
117	312
450	220
190	273
387	2
283	65
239	57
366	185
374	314
215	228
76	122
177	195
275	474
78	349
129	51
341	324
485	301
9	154
429	89
379	345
208	318
21	477
24	429
341	361
452	14
110	466
475	8
226	228
434	128
119	205
91	65
367	397
159	487
445	318
450	115
435	187
257	492
469	166
337	492
53	230
406	261
311	37
461	451
92	389
224	230
406	367
85	497
133	486
38	334
385	262
430	98
172	80
244	92
294	256
304	290
238	355
342	42
187	310
473	475
14	225
302	444
208	186
2	464
436	216
42	89
207	319
245	490
194	483
427	441
398	343
284	290
377	422
318	489
165	336
109	135
489	87
269	185
56	77
395	11
166	300
450	26
99	199
479	176
362	55
291	440
58	115
184	237
360	258
132	356
209	418
226	389
376	12
35	368
476	390
296	113
52	222
115	383
169	466
184	274
307	278
415	247
261	55
337	491
403	197
426	294
16	305
326	333
214	171
152	121
335	316
296	298
295	237
211	464
410	13
57	497
239	342
229	5
56	268
241	499
120	33
44	489
81	76
399	159
360	63
382	357
51	235
206	191
493	257
152	366
293	151
39	371
155	58
375	245
372	495
402	54
226	145
175	406
423	352
492	245
139	103
174	171
275	453
363	32
245	406
247	460
301	42
174	285
303	269
161	440
454	292
417	99
176	305
437	309
344	220
388	493
461	121
88	282
99	474
61	247
178	77
381	96
479	19
376	455
245	52
99	186
210	149
280	261
136	452
383	411
354	131
133	84
463	356
478	106
350	483
188	122
175	334
242	38
283	458
209	345
6	392
111	9
148	269
98	23
51	83
442	441
137	208
285	254
280	271
94	155
151	239
402	499
401	110
177	93
329	447
317	129
6	41
495	229
149	236
382	352
335	466
154	272
379	418
240	108
336	207
254	18
43	162
2	274
398	482
368	163
301	352
447	233
248	293
88	325
417	17
460	310
122	278
108	380
254	233
292	493
203	445
189	480
290	63
465	363
405	380
104	383
304	46
360	205
59	76
318	319
406	287
341	376
340	282
175	453
398	152
116	233
381	465
375	312
419	305
376	483
472	322
92	481
165	203
204	196
325	383
436	412
270	452
32	75
184	218
6	284
25	164
332	500
73	422
134	226
391	53
70	98
255	377
10	20
246	369
13	12
199	450
441	346
139	125
5	183
185	81
98	406
490	397
55	35
408	104
51	278
150	21
142	132
445	353
82	224
437	84
455	378
346	325
388	2
72	404
325	329
129	331
299	434
428	443
404	158
427	380
347	376
393	112
310	436
492	397
342	404
5	90
46	391
483	63
388	490
252	97
484	306
343	405
438	73
481	133
309	337
361	163
215	458
243	305
319	69
357	369
326	428
253	284
163	259
70	400
68	190
74	352
283	486
153	191
347	322
67	322
28	66
26	363
454	365
179	6
264	71
344	420
231	119
237	107
67	254
29	316
14	63
132	424
495	487
362	120
182	236
327	202
481	484
466	351
152	168
416	498
345	432
367	93
438	138
85	461
50	382
104	375
304	499
405	43
302	354
43	422
345	242
258	369
467	382
245	395
44	409
288	252
280	309
253	116
49	254
50	148
6	429
140	151
245	393
405	37
306	98
14	240
34	86
305	419
346	350
3	274
424	55
262	342
33	349
64	222
235	396
361	124
65	264
254	316
210	237
161	408
239	329
56	49
34	165
98	287
33	79
479	55
370	375
332	412
400	152
90	420
424	439
326	66
467	289
261	340
159	476
69	412
136	107
241	206
327	203
253	1
352	77
167	497
490	69
259	434
438	494
38	169
383	379
383	48
125	369
481	283
2	388
211	53
473	235
223	340
40	408
297	158
247	94
311	237
166	226
423	410
251	189
333	280
458	314
95	50
31	202
186	228
38	185
288	23
162	176
298	57
290	493
493	174
138	425
212	68
21	419
103	59
171	315
172	292
191	169
389	233
465	81
160	329
432	119
497	411
11	230
333	32
365	177
301	412
289	209
234	65
145	153
244	462
377	239
475	164
107	342
333	117
281	20
72	420
5	389
225	57
196	235
120	394
21	329
248	291
212	139
306	444
72	20
271	346
226	352
342	387
89	402
55	458
474	113
135	476
236	487
269	180
481	499
205	116
378	388
292	193
166	463
228	72
153	112
283	373
280	463
188	259
291	287
148	17
486	268
276	454
146	148
468	458
218	110
269	174
63	464
191	237
446	64
224	228
177	353
166	116
209	416
33	24
293	92
272	255
143	317
202	473
147	415
409	207
227	23
35	43
229	105
484	477
383	197
27	224
447	218
417	237
102	12
147	439
368	381
173	469
336	392
463	487
413	250
163	152
302	220
218	251
497	391
158	2
288	215
311	196
144	479
150	21
234	299
221	297
257	117
100	86
431	135
455	391
266	465
263	273
14	142
161	243
122	422
114	443
497	463
250	454
406	466
291	292
365	389
441	345
118	91
89	221
22	488
300	335
308	427
389	464
470	460
491	367
493	375
226	278
412	177
62	291
422	146
236	2
349	155
227	211
277	308
82	198
43	272
155	55
431	54
372	351
93	448
499	322
115	8
154	353
127	119
265	123
294	118
21	88
228	143
34	47
404	388
125	326
22	255
119	496
270	311
70	344
76	423
182	496
459	177
175	450
408	421
288	31
408	16
242	350
97	386
411	453
252	470
173	200
30	89
156	200
495	79
90	359
21	389
19	272
260	368
226	90
242	348
270	8
452	276
462	68
262	397
7	500
229	353
321	497
150	122
106	112
248	324
79	179
262	241
87	29
290	292
470	79
130	319
453	286
439	347
430	273
217	145
215	321
5	74
340	219
476	291
488	130
120	66
247	481
118	400
326	23
222	437
198	261
82	81
263	203
384	408
238	59
9	13
291	355
126	403
204	98
173	269
165	353
215	235
30	222
232	190
313	450
8	253
401	360
83	481
206	232
383	44
451	54
345	183
173	441
322	436
292	93
285	389
285	234
494	300
464	317
28	151
327	294
189	169
343	315
209	71
30	110
479	40
105	133
161	128
350	141
223	418
358	283
457	302
403	168
367	137
114	244
111	139
432	111
351	33
401	138
488	118
50	140
99	452
356	167
46	132
270	411
400	332
51	311
198	391
216	123
227	309
407	71
372	57
97	263
250	70
417	171
456	35
244	320
498	470
485	445
167	398
149	81
224	393
268	375
75	317
5	320
248	235
466	2
208	69
363	72
1	296
131	184
467	11
93	246
328	341
197	281
349	400
260	467
217	122
40	349
496	327
395	41
33	164
422	493
447	218
446	310
79	212
459	467
324	37
464	303
105	490
306	99
289	123
35	108
124	115
24	422
235	92
122	68
42	450
149	371
54	408
441	58
499	64
464	478
118	281
7	481
185	414
431	28
379	306
381	65
335	36
259	451
198	477
463	286
430	24
416	219
431	423
194	497
460	236
21	252
222	451
34	65
294	92
7	178
404	374
471	356
251	452
448	478
457	498
137	202
37	324
98	398
399	491
476	259
123	297
262	89
48	495
411	285
446	96
265	308
114	465
316	307
355	170
328	353
466	331
442	269
30	208
232	429
365	412
169	328
368	292
330	299
29	8
318	474
493	448
299	28
385	234
103	336
314	169
346	90
495	44
274	406
396	351
263	154
312	25
16	378
495	184
170	475
479	206
37	267
397	109
83	410
100	164
12	461
272	450
412	325
413	157
49	364
420	138
483	97
318	162
297	115
216	251
48	91
55	69
323	316
466	235
186	428
65	108
224	446
154	356
446	402
218	178
27	63
472	119
63	46
58	227
45	415
16	320
413	88
207	329
178	15
84	182
467	43
240	464
359	378
408	478
22	325
229	237
112	96
308	108
403	250
411	260
51	307
315	443
427	417
286	115
467	239
50	269
435	99
449	341
365	350
495	240
114	165
181	134
327	222
339	401
489	227
101	481
215	168
376	331
375	64
249	440
343	281
458	414
146	99
61	148
487	147
172	187
497	262
415	370
77	5
406	386
357	239
109	125
116	466
474	70
480	415
104	115
322	413
410	45
467	211
151	285
129	360
406	227
308	330
323	131
256	254
160	111
155	159
50	265
448	297
87	309
413	166
265	350
453	117
27	73
337	426
319	44
126	271
201	34
136	345
204	180
460	46
129	66
273	310
322	326
224	387
356	222
484	236
484	338
382	413
2	270
220	464
5	182
389	309
364	482
258	338
183	138
166	441
386	209
496	186
426	366
120	288
146	458
395	364
216	211
100	465
142	364
253	432
436	305
217	416
273	349
179	449
414	293
493	160
257	132
433	259
380	157
15	286
111	181
226	209
26	215
261	306
103	419
468	340
317	260
418	71
78	151
363	405
371	198
474	89
139	455
156	44
79	224
251	182
39	396
207	490
233	19
157	371
274	44
248	164
187	166
42	94
302	148
38	50
289	445
111	248
393	203
51	125
444	33
125	321
422	161
33	429
477	259
204	213
42	487
172	208
134	108
28	11
245	67
24	176
64	348
222	117
386	68
192	305
208	373
243	184
351	263
249	347
64	241
474	277
375	284
333	65
170	358
82	181
144	150
224	101
207	307
436	337
388	323
198	60
356	171
419	66
246	366
58	27
97	283
112	423
341	166
201	330
326	237
25	462
87	117
228	185
363	426
240	92
223	327
289	55
225	116
52	95
394	39
157	448
416	137
214	312
26	182
352	184
462	478
238	229
30	83
1	500
388	403
408	160
385	264
282	6
24	41
83	219
132	395
28	480
277	359
274	482
470	191
76	62
283	271
261	105
241	414
428	258
162	482
41	482
13	94
421	488
380	305
51	103
184	304
19	198
405	318
172	177
413	168
261	287
488	49
460	68
43	246
447	331
267	137
222	461
154	494
340	454
384	207
271	248
141	385
255	381
424	72
460	81
308	31
104	23
148	33
7	417
15	31
418	32
421	394
4	39
44	167
443	143
474	257
39	74
27	32
473	112
497	294
368	187
65	125
97	443
499	134
108	213
256	213
194	83
358	181
15	406
312	398
297	278
235	250
299	114
21	295
285	425
24	101
144	173
108	71
319	3
23	216
456	407
223	182
412	248
18	372
454	479
190	144
284	285
113	109
473	63
185	34
366	133
450	293
86	265
24	482
262	13
88	469
322	404
51	51
284	213
142	309
283	486
44	221
388	269
348	205
364	406
110	458
25	153
235	494
34	309
245	307
268	29
177	316
452	306
297	396
77	382
375	252
148	332
438	351
422	365
308	491
201	475
125	284
237	257
298	317
168	162
464	238
418	33
231	192
452	199
310	160
183	435
204	362
81	52
359	221
418	152
427	166
472	242
149	24
326	112
118	199
132	282
475	416
70	244
374	308
185	301
188	444
151	67
40	237
457	101
202	394
44	38
63	161
323	153
452	35
378	477
55	415
258	235
441	209
430	329
477	439
9	288
224	490
98	311
80	215
134	412
180	434
372	97
335	431
171	330
463	444
229	249
404	300
369	243
439	60
86	252
128	17
237	494
70	93
170	252
371	181
249	63
277	268
14	144
48	418
419	485
202	445
398	259
71	222
71	67
94	397
331	482
396	484
475	169
7	205
108	366
383	373
164	377
148	476
117	166
71	61
233	225
6	22
3	2
340	4
379	335
334	202
118	106
284	132
245	420
79	444
332	494
467	47
291	332
174	410
215	35
497	270
148	91
422	177
153	320
7	218
339	103
16	462
255	372
106	379
210	237
73	337
60	158
81	169
73	240
102	4
214	209
286	188
122	331
454	402
446	152
92	374
371	200
182	376
215	490
160	452
338	470
26	467
380	405
64	226
409	420
273	129
396	494
368	90
147	119
446	434
59	476
293	179
485	130
10	299
480	105
405	128
81	271
48	455
420	499
413	396
235	19
315	349
445	62
98	239
215	463
306	215
60	322
195	112
101	412
207	222
226	63
319	155
270	273
35	342
465	125
305	95
464	97
273	159
394	466
274	6
161	345
283	249
240	192
405	466
346	400
192	450
284	24
232	170
467	269
9	120
231	2
254	60
187	344
269	212
394	1
89	364
405	20
7	195
385	225
179	420
472	90
57	482
118	364
197	3
171	249
339	198
290	161
23	308
261	16
227	219
421	363
28	193
256	392
451	10
307	170
59	59
261	323
229	169
321	52
56	397
9	491
294	46
346	288
289	262
56	372
475	451
25	9
4	83
318	498
232	170
29	473
203	257
117	379
296	5
125	386
61	368
227	199
190	272
53	72
398	86
131	443
202	377
277	309
436	421
432	250
388	397
12	104
59	155
176	302
225	60
8	489
481	17
361	26
289	284
245	363
193	390
397	26
378	214
377	258
190	414
186	467
420	52
401	171
78	476
448	49
231	185
391	82
494	466
422	23
58	312
42	358
59	261
464	203
497	18
65	329
34	22
181	142
283	141
74	101
198	80
482	490
19	8
106	499
493	206
254	106
494	494
63	335
149	357
262	403
471	496
124	58
294	31
379	3
140	96
487	277
360	29
20	359
434	303
190	145
191	289
7	73
456	356
144	353
324	163
353	77
182	270
366	345
411	373
96	248
75	239
243	201
113	347
237	14
74	397
261	44
438	101
232	151
278	286
259	277
349	298
430	262
149	126
311	67
461	199
106	36
70	32
272	175
283	484
473	445
120	319
149	61
333	197
26	257
499	372
436	349
302	131
107	402
150	166
162	417
44	386
111	401
449	239
253	403
257	174
370	343
119	395
459	462
358	351
202	491
381	48
436	136
305	120
416	97
386	192
292	387
196	245
165	125
85	27
313	303
98	152
294	40
254	66
215	36
346	210
113	351
271	450
240	65
68	480
455	419
216	132
236	98
100	53
74	174
378	395
19	438
368	323
43	76
251	159
164	162
184	364
474	453
230	424
188	267
320	416
180	319
116	49
230	19
77	258
101	220
342	246
306	122
473	364
141	341
162	266
456	7
105	435
472	265
392	448
373	313
79	82
26	162
489	406
36	373
349	369
322	197
244	70
236	367
419	69
99	287
120	252
290	245
362	360
473	466
219	20
247	469
466	448
87	270
421	108
106	49
92	171
137	189
50	408
450	188
158	85
85	497
286	250
103	77
137	271
5	133
206	67
236	371
214	473
430	398
410	426
232	246
132	255
73	482
324	34
66	178
42	41
335	92
170	95
32	366
175	118
429	29
184	472
339	371
7	289
364	394
183	164
395	23
84	1
41	22
281	193
132	254
36	198
319	399
223	226
429	441
337	215
182	392
345	249
30	228
26	413
34	266
5	64
429	230
169	458
170	24
495	280
92	89
12	152
214	307
105	468
136	173
373	469
345	211
72	102
140	183
27	373
309	86
445	8
132	399
201	428
105	247
335	127
100	181
327	165
141	43
28	211
302	471
391	412
357	420
284	465
406	98
78	150
107	275
193	246
125	228
442	400
361	378
374	116
132	431
270	462
95	200
306	101
234	264
170	375
286	275
447	102
30	127
196	10
210	402
328	341
304	261
274	154
372	354
313	43
428	423
463	276
439	82
75	4
59	32
254	115
16	198
422	113
260	383
435	7
343	499
395	16
485	207
189	465
428	415
332	257
82	55
60	126
231	451
174	370
269	470
26	43
86	336
224	173
376	452
152	248
37	402
327	279
120	215
293	365
206	376
261	1
124	135
133	460
23	499
495	151
3	165
231	374
261	275
281	348
338	155
278	10
84	389
114	473
438	264
60	243
205	102
123	214
84	220
384	63
449	74
385	216
196	171
21	103
156	457
430	266
488	136
424	451
352	19
478	431
397	465
365	301
197	118
119	299
493	185
310	161
101	219
388	233
